********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
noczbwq,P,01/02/2022 07:15,1,1,,17.7,<0> ,45.88,<0> ,29.8,<0> ,89.4,<0> ,7.1,<0> ,1.54,<0> ,1.56,<3> [GCC],7.7,<0> ,79,<0> ,
noczbwq,P,01/02/2022 07:30,1,1,,17.7,<0> ,45.84,<0> ,29.8,<0> ,89.1,<0> ,7.1,<0> ,1.58,<0> ,1.60,<3> [GCC],7.7,<0> ,660,<0> ,
noczbwq,P,01/02/2022 07:45,1,1,,17.6,<0> ,45.87,<0> ,29.8,<0> ,89.7,<0> ,7.2,<0> ,1.60,<0> ,1.62,<3> [GCC],7.7,<0> ,687,<0> ,
noczbwq,P,01/02/2022 08:00,1,1,,17.6,<0> ,45.65,<0> ,29.6,<0> ,89.3,<0> ,7.1,<0> ,1.61,<0> ,1.63,<3> [GCC],7.7,<0> ,,<-3> [STS] (CSM),
noczbwq,P,01/02/2022 08:15,1,1,,17.6,<0> ,45.82,<0> ,29.8,<0> ,89.9,<0> ,7.2,<0> ,1.61,<0> ,1.62,<3> [GCC],7.7,<0> ,594,<0> ,
noczbwq,P,01/02/2022 08:30,1,1,,17.7,<0> ,45.75,<0> ,29.7,<0> ,89.3,<0> ,7.1,<0> ,1.59,<0> ,1.60,<3> [GCC],7.7,<0> ,369,<0> ,
noczbwq,P,01/02/2022 08:45,1,1,,17.8,<0> ,45.42,<0> ,29.5,<0> ,89.9,<0> ,7.2,<0> ,1.55,<0> ,1.56,<3> [GCC],7.6,<0> ,72,<0> ,
noczbwq,P,01/02/2022 09:00,1,1,,17.8,<0> ,45.57,<0> ,29.6,<0> ,91.1,<0> ,7.3,<0> ,1.50,<0> ,1.51,<3> [GCC],7.7,<0> ,106,<0> ,
noczbwq,P,01/02/2022 09:15,1,1,,17.8,<0> ,45.62,<0> ,29.6,<0> ,91.5,<0> ,7.3,<0> ,1.43,<0> ,1.44,<3> [GCC],7.7,<0> ,128,<0> ,
noczbwq,P,01/02/2022 09:30,1,1,,17.8,<0> ,45.55,<0> ,29.6,<0> ,90.7,<0> ,7.2,<0> ,1.37,<0> ,1.38,<3> [GCC],7.7,<0> ,144,<0> ,
noczbwq,P,01/02/2022 09:45,1,1,,18.0,<0> ,45.20,<0> ,29.3,<0> ,86.5,<0> ,6.9,<0> ,1.30,<0> ,1.30,<3> [GCC],7.6,<0> ,103,<0> ,
noczbwq,P,01/02/2022 10:00,1,1,,18.1,<0> ,44.96,<0> ,29.1,<0> ,84.9,<0> ,6.8,<0> ,1.23,<0> ,1.23,<3> [GCC],7.5,<0> ,49,<0> ,
noczbwq,P,01/02/2022 10:15,1,1,,18.1,<0> ,44.67,<0> ,28.9,<0> ,81.9,<0> ,6.5,<0> ,1.15,<0> ,1.15,<3> [GCC],7.5,<0> ,44,<0> ,
noczbwq,P,01/02/2022 10:30,1,1,,18.1,<0> ,44.52,<0> ,28.8,<0> ,82.2,<0> ,6.5,<0> ,1.09,<0> ,1.09,<3> [GCC],7.5,<0> ,47,<0> ,
noczbwq,P,01/02/2022 10:45,1,1,,18.2,<0> ,44.48,<0> ,28.8,<0> ,79.8,<0> ,6.3,<0> ,1.02,<0> ,1.02,<3> [GCC],7.4,<0> ,55,<0> ,
noczbwq,P,01/02/2022 11:00,1,1,,18.2,<0> ,44.49,<0> ,28.8,<0> ,79.5,<0> ,6.3,<0> ,0.95,<0> ,0.95,<3> [GCC],7.4,<0> ,41,<0> ,
noczbwq,P,01/02/2022 11:15,1,1,,18.3,<0> ,44.48,<0> ,28.8,<0> ,79.9,<0> ,6.3,<0> ,0.90,<0> ,0.90,<3> [GCC],7.4,<0> ,37,<0> ,
noczbwq,P,01/02/2022 11:30,1,1,,18.4,<0> ,44.40,<0> ,28.7,<0> ,80.1,<0> ,6.3,<0> ,0.84,<0> ,0.84,<3> [GCC],7.4,<0> ,64,<0> ,
noczbwq,P,01/02/2022 11:45,1,1,,18.5,<0> ,44.27,<0> ,28.7,<0> ,80.4,<0> ,6.4,<0> ,0.78,<0> ,0.78,<3> [GCC],7.4,<0> ,80,<0> ,
noczbwq,P,01/02/2022 12:00,1,1,,18.6,<0> ,44.33,<0> ,28.7,<0> ,80.7,<0> ,6.4,<0> ,0.73,<0> ,0.73,<3> [GCC],7.4,<0> ,828,<0> ,
noczbwq,P,01/02/2022 12:15,1,1,,18.7,<0> ,44.27,<0> ,28.6,<0> ,80.7,<0> ,6.4,<0> ,0.68,<0> ,0.68,<3> [GCC],7.4,<0> ,312,<0> ,
noczbwq,P,01/02/2022 12:30,1,1,,18.8,<0> ,44.31,<0> ,28.7,<0> ,79.5,<0> ,6.2,<0> ,0.64,<0> ,0.64,<3> [GCC],7.3,<0> ,255,<0> ,
noczbwq,P,01/02/2022 12:45,1,1,,18.9,<0> ,44.07,<0> ,28.5,<0> ,79.9,<0> ,6.3,<0> ,0.60,<0> ,0.61,<3> [GCC],7.4,<0> ,254,<0> ,
noczbwq,P,01/02/2022 13:00,1,1,,19.0,<0> ,43.89,<0> ,28.4,<0> ,81.1,<0> ,6.4,<0> ,0.56,<0> ,0.57,<3> [GCC],7.4,<0> ,294,<0> ,
noczbwq,P,01/02/2022 13:15,1,1,,19.0,<0> ,43.78,<0> ,28.3,<0> ,81.2,<0> ,6.4,<0> ,0.52,<0> ,0.53,<3> [GCC],7.4,<0> ,417,<0> ,
noczbwq,P,01/02/2022 13:30,1,1,,19.1,<0> ,43.83,<0> ,28.3,<0> ,82.0,<0> ,6.4,<0> ,0.48,<0> ,0.48,<3> [GCC],7.4,<0> ,530,<0> ,
noczbwq,P,01/02/2022 13:45,1,1,,19.1,<0> ,44.15,<0> ,28.6,<0> ,81.2,<0> ,6.3,<0> ,0.44,<0> ,0.44,<3> [GCC],7.4,<0> ,511,<0> ,
noczbwq,P,01/02/2022 14:00,1,1,,19.2,<0> ,44.27,<0> ,28.7,<0> ,81.5,<0> ,6.4,<0> ,0.40,<0> ,0.40,<3> [GCC],7.4,<0> ,275,<0> ,
noczbwq,P,01/02/2022 14:15,1,1,,19.3,<0> ,43.89,<0> ,28.4,<0> ,79.8,<0> ,6.2,<0> ,0.36,<0> ,0.36,<3> [GCC],7.4,<0> ,102,<0> ,
noczbwq,P,01/02/2022 14:30,1,1,,19.4,<0> ,43.38,<0> ,28.0,<0> ,74.4,<0> ,5.8,<0> ,0.35,<0> ,0.35,<3> [GCC],7.3,<0> ,248,<0> ,
noczbwq,P,01/02/2022 14:45,1,1,,19.5,<0> ,43.59,<0> ,28.2,<0> ,76.1,<0> ,5.9,<0> ,0.31,<0> ,0.31,<3> [GCC],7.3,<0> ,211,<0> ,
noczbwq,P,01/02/2022 15:00,1,1,,19.6,<0> ,43.68,<0> ,28.2,<0> ,75.9,<0> ,5.9,<0> ,0.27,<0> ,0.27,<3> [GCC],7.3,<0> ,257,<0> ,
noczbwq,P,01/02/2022 15:15,1,1,,19.6,<0> ,43.71,<0> ,28.2,<0> ,76.0,<0> ,5.9,<0> ,0.24,<0> ,0.24,<3> [GCC],7.3,<0> ,113,<0> ,
noczbwq,P,01/02/2022 15:30,1,1,,19.7,<0> ,43.60,<0> ,28.2,<0> ,72.1,<0> ,5.6,<0> ,0.21,<0> ,0.21,<3> [GCC],7.3,<0> ,124,<0> ,
noczbwq,P,01/02/2022 15:45,1,1,,19.7,<0> ,43.51,<0> ,28.1,<0> ,71.2,<0> ,5.5,<0> ,0.19,<0> ,0.19,<3> [GCC],7.3,<0> ,103,<0> ,
noczbwq,P,01/02/2022 16:00,1,1,,19.6,<0> ,43.40,<0> ,28.0,<0> ,70.5,<0> ,5.5,<0> ,0.17,<0> ,0.17,<3> [GCC],7.3,<0> ,128,<0> ,
noczbwq,P,01/02/2022 16:15,1,1,,19.6,<0> ,43.44,<0> ,28.1,<0> ,69.9,<0> ,5.4,<0> ,0.15,<0> ,0.15,<3> [GCC],7.3,<0> ,107,<0> ,
noczbwq,P,01/02/2022 16:30,1,1,,19.5,<0> ,43.25,<0> ,27.9,<0> ,65.5,<0> ,5.1,<0> ,0.13,<0> ,0.13,<3> [GCC],7.3,<0> ,147,<0> ,
noczbwq,P,01/02/2022 16:45,1,1,,19.2,<0> ,43.64,<0> ,28.2,<0> ,74.7,<0> ,5.8,<0> ,0.13,<0> ,0.12,<3> [GCC],7.3,<0> ,142,<0> ,
noczbwq,P,01/02/2022 17:00,1,1,,19.1,<0> ,43.71,<0> ,28.2,<0> ,77.8,<0> ,6.1,<0> ,0.15,<0> ,0.14,<3> [GCC],7.4,<0> ,82,<0> ,
noczbwq,P,01/02/2022 17:15,1,1,,18.8,<0> ,44.52,<0> ,28.8,<0> ,87.1,<0> ,6.8,<0> ,0.20,<0> ,0.19,<3> [GCC],7.5,<0> ,72,<0> ,
noczbwq,P,01/02/2022 17:30,1,1,,18.8,<0> ,44.79,<0> ,29.0,<0> ,86.3,<0> ,6.8,<0> ,0.24,<0> ,0.24,<3> [GCC],7.4,<0> ,32,<0> ,
noczbwq,P,01/02/2022 17:45,1,1,,18.9,<0> ,43.22,<0> ,27.9,<0> ,70.7,<0> ,5.6,<0> ,0.31,<0> ,0.31,<3> [GCC],7.2,<0> ,11,<0> ,
noczbwq,P,01/02/2022 18:00,1,1,,18.9,<0> ,43.91,<0> ,28.4,<0> ,76.5,<0> ,6.0,<0> ,0.39,<0> ,0.39,<3> [GCC],7.3,<0> ,16,<0> ,
noczbwq,P,01/02/2022 18:15,1,1,,19.0,<0> ,44.56,<0> ,28.9,<0> ,85.1,<0> ,6.7,<0> ,0.51,<0> ,0.51,<3> [GCC],7.4,<0> ,25,<0> ,
noczbwq,P,01/02/2022 18:30,1,1,,19.0,<0> ,44.54,<0> ,28.8,<0> ,85.4,<0> ,6.7,<0> ,0.64,<0> ,0.64,<3> [GCC],7.4,<0> ,26,<0> ,
noczbwq,P,01/02/2022 18:45,1,1,,18.9,<0> ,44.60,<0> ,28.9,<0> ,84.9,<0> ,6.6,<0> ,0.78,<0> ,0.77,<3> [GCC],7.4,<0> ,22,<0> ,
noczbwq,P,01/02/2022 19:00,1,1,,18.9,<0> ,44.50,<0> ,28.8,<0> ,83.6,<0> ,6.6,<0> ,0.91,<0> ,0.90,<3> [GCC],7.4,<0> ,21,<0> ,
noczbwq,P,01/02/2022 19:15,1,1,,18.9,<0> ,44.59,<0> ,28.9,<0> ,84.9,<0> ,6.7,<0> ,1.02,<0> ,1.01,<3> [GCC],7.4,<0> ,19,<0> ,
noczbwq,P,01/02/2022 19:30,1,1,,18.8,<0> ,44.95,<0> ,29.1,<0> ,86.9,<0> ,6.8,<0> ,1.10,<0> ,1.09,<3> [GCC],7.5,<0> ,18,<0> ,
noczbwq,P,01/02/2022 19:45,1,1,,18.7,<0> ,45.39,<0> ,29.5,<0> ,87.4,<0> ,6.9,<0> ,1.15,<0> ,1.13,<3> [GCC],7.5,<0> ,18,<0> ,
noczbwq,P,01/02/2022 20:00,1,1,,18.7,<0> ,45.53,<0> ,29.6,<0> ,85.8,<0> ,6.7,<0> ,1.18,<0> ,1.16,<3> [GCC],7.5,<0> ,18,<0> ,
noczbwq,P,01/02/2022 20:15,1,1,,18.5,<0> ,46.07,<0> ,29.9,<0> ,87.2,<0> ,6.8,<0> ,1.18,<0> ,1.16,<3> [GCC],7.6,<0> ,15,<0> ,
noczbwq,P,01/02/2022 20:30,1,1,,18.6,<0> ,45.75,<0> ,29.7,<0> ,87.4,<0> ,6.9,<0> ,1.18,<0> ,1.16,<3> [GCC],7.6,<0> ,15,<0> ,
noczbwq,P,01/02/2022 20:45,1,1,,18.5,<0> ,46.00,<0> ,29.9,<0> ,87.5,<0> ,6.9,<0> ,1.14,<0> ,1.13,<3> [GCC],7.6,<0> ,20,<0> ,
noczbwq,P,01/02/2022 21:00,1,1,,18.6,<0> ,45.88,<0> ,29.8,<0> ,85.7,<0> ,6.7,<0> ,1.10,<0> ,1.09,<3> [GCC],7.6,<0> ,15,<0> ,
noczbwq,P,01/02/2022 21:15,1,1,,18.9,<0> ,45.44,<0> ,29.5,<0> ,86.1,<0> ,6.7,<0> ,1.04,<0> ,1.03,<3> [GCC],7.6,<0> ,13,<0> ,
noczbwq,P,01/02/2022 21:30,1,1,,18.9,<0> ,45.37,<0> ,29.4,<0> ,85.3,<0> ,6.7,<0> ,0.98,<0> ,0.97,<3> [GCC],7.5,<0> ,13,<0> ,
noczbwq,P,01/02/2022 21:45,1,1,,18.9,<0> ,45.32,<0> ,29.4,<0> ,85.1,<0> ,6.6,<0> ,0.92,<0> ,0.91,<3> [GCC],7.6,<0> ,13,<0> ,
noczbwq,P,01/02/2022 22:00,1,1,,18.9,<0> ,45.35,<0> ,29.4,<0> ,84.0,<0> ,6.6,<0> ,0.86,<0> ,0.85,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 22:15,1,1,,18.8,<0> ,45.17,<0> ,29.3,<0> ,83.6,<0> ,6.5,<0> ,0.81,<0> ,0.80,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 22:30,1,1,,18.8,<0> ,45.03,<0> ,29.2,<0> ,83.3,<0> ,6.5,<0> ,0.76,<0> ,0.75,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 22:45,1,1,,18.8,<0> ,44.94,<0> ,29.1,<0> ,82.0,<0> ,6.4,<0> ,0.71,<0> ,0.70,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 23:00,1,1,,18.9,<0> ,45.04,<0> ,29.2,<0> ,80.7,<0> ,6.3,<0> ,0.65,<0> ,0.64,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 23:15,1,1,,18.9,<0> ,45.13,<0> ,29.3,<0> ,80.1,<0> ,6.3,<0> ,0.59,<0> ,0.58,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 23:30,1,1,,18.7,<0> ,44.38,<0> ,28.7,<0> ,79.5,<0> ,6.3,<0> ,0.54,<0> ,0.53,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/02/2022 23:45,1,1,,18.7,<0> ,44.29,<0> ,28.7,<0> ,77.3,<0> ,6.1,<0> ,0.49,<0> ,0.49,<3> [GCC],7.5,<0> ,12,<0> ,
noczbwq,P,01/03/2022 00:00,1,1,,18.5,<0> ,43.48,<0> ,28.1,<0> ,71.1,<0> ,5.6,<0> ,0.44,<0> ,0.44,<3> [GCC],7.4,<0> ,11,<0> ,
noczbwq,P,01/03/2022 00:15,1,1,,18.4,<0> ,43.21,<0> ,27.9,<0> ,68.2,<0> ,5.4,<0> ,0.40,<0> ,0.40,<3> [GCC],7.3,<0> ,11,<0> ,
noczbwq,P,01/03/2022 00:30,1,1,,18.5,<0> ,43.41,<0> ,28.0,<0> ,67.4,<0> ,5.4,<0> ,0.36,<0> ,0.37,<3> [GCC],7.3,<0> ,12,<0> ,
noczbwq,P,01/03/2022 00:45,1,1,,18.5,<0> ,43.78,<0> ,28.3,<0> ,68.3,<0> ,5.4,<0> ,0.31,<0> ,0.32,<3> [GCC],7.4,<0> ,12,<0> ,
noczbwq,P,01/03/2022 01:00,1,1,,18.4,<0> ,43.76,<0> ,28.3,<0> ,67.4,<0> ,5.4,<0> ,0.28,<0> ,0.29,<3> [GCC],7.3,<0> ,12,<0> ,
noczbwq,P,01/03/2022 01:15,1,1,,18.2,<0> ,43.46,<0> ,28.1,<0> ,66.4,<0> ,5.3,<0> ,0.24,<0> ,0.26,<3> [GCC],7.3,<0> ,16,<0> ,
noczbwq,P,01/03/2022 01:30,1,1,,18.3,<0> ,43.54,<0> ,28.1,<0> ,66.3,<0> ,5.3,<0> ,0.21,<0> ,0.24,<3> [GCC],7.3,<0> ,18,<0> ,
noczbwq,P,01/03/2022 01:45,1,1,,18.1,<0> ,43.61,<0> ,28.2,<0> ,63.1,<0> ,5.0,<0> ,0.17,<0> ,0.20,<3> [GCC],7.3,<0> ,30,<0> ,
noczbwq,P,01/03/2022 02:00,1,1,,18.0,<0> ,42.83,<0> ,27.6,<0> ,58.4,<0> ,4.7,<0> ,0.14,<0> ,0.17,<3> [GCC],7.2,<0> ,93,<0> ,
noczbwq,P,01/03/2022 02:15,1,1,,17.8,<0> ,42.21,<0> ,27.2,<0> ,52.4,<0> ,4.2,<0> ,0.11,<0> ,0.15,<3> [GCC],7.2,<0> ,104,<0> ,
noczbwq,P,01/03/2022 02:30,1,1,,17.6,<0> ,40.85,<0> ,26.2,<0> ,55.6,<0> ,4.5,<0> ,0.09,<0> ,0.13,<3> [GCC],7.2,<0> ,94,<0> ,
noczbwq,P,01/03/2022 02:45,1,1,,17.5,<0> ,40.18,<0> ,25.7,<0> ,58.9,<0> ,4.8,<0> ,0.07,<0> ,0.10,<3> [GCC],7.2,<0> ,93,<0> ,
noczbwq,P,01/03/2022 03:00,1,1,,17.5,<0> ,39.83,<0> ,25.5,<0> ,50.9,<0> ,4.2,<0> ,0.04,<0> ,0.07,<3> [GCC],7.2,<0> ,121,<0> ,
noczbwq,P,01/03/2022 03:15,1,1,,17.4,<0> ,38.79,<0> ,24.7,<0> ,54.9,<0> ,4.5,<0> ,0.01,<0> ,0.05,<3> [GCC],7.2,<0> ,121,<0> ,
noczbwq,P,01/03/2022 03:30,1,1,,17.3,<0> ,38.26,<0> ,24.4,<0> ,59.3,<0> ,4.9,<0> ,-0.01,<1> [SNV] (CAP),0.04,<1> [GCS],7.2,<0> ,88,<0> ,
noczbwq,P,01/03/2022 03:45,1,1,,17.3,<0> ,38.00,<0> ,24.2,<0> ,57.8,<0> ,4.8,<0> ,-0.03,<1> [SNV] (CAP),0.03,<1> [GCS],7.2,<0> ,67,<0> ,
noczbwq,P,01/03/2022 04:00,1,1,,17.4,<0> ,37.81,<0> ,24.1,<0> ,43.5,<0> ,3.6,<0> ,-0.05,<1> [SNV] (CAP),0.01,<1> [GCS],7.2,<0> ,67,<0> ,
noczbwq,P,01/03/2022 04:15,1,1,,17.4,<0> ,37.94,<0> ,24.1,<0> ,53.0,<0> ,4.4,<0> ,-0.03,<1> [SNV] (CAP),0.04,<1> [GCS],7.2,<0> ,70,<0> ,
noczbwq,P,01/03/2022 04:30,1,1,,17.4,<0> ,37.81,<0> ,24.1,<0> ,57.5,<0> ,4.8,<0> ,-0.01,<1> [SNV] (CAP),0.06,<1> [GCS],7.2,<0> ,52,<0> ,
noczbwq,P,01/03/2022 04:45,1,1,,17.5,<0> ,39.95,<0> ,25.6,<0> ,62.0,<0> ,5.1,<0> ,0.04,<0> ,0.12,<3> [GCC],7.3,<0> ,51,<0> ,
noczbwq,P,01/03/2022 05:00,1,1,,17.6,<0> ,40.35,<0> ,25.9,<0> ,61.4,<0> ,5.0,<0> ,0.09,<0> ,0.17,<3> [GCC],7.3,<0> ,78,<0> ,
noczbwq,P,01/03/2022 05:15,1,1,,17.8,<0> ,42.16,<0> ,27.1,<0> ,67.9,<0> ,5.5,<0> ,0.16,<0> ,0.25,<3> [GCC],7.4,<0> ,42,<0> ,
noczbwq,P,01/03/2022 05:30,1,1,,17.9,<0> ,42.55,<0> ,27.4,<0> ,69.9,<0> ,5.6,<0> ,0.27,<0> ,0.36,<3> [GCC],7.4,<0> ,51,<0> ,
noczbwq,P,01/03/2022 05:45,1,1,,18.0,<0> ,43.92,<0> ,28.4,<0> ,75.8,<0> ,6.1,<0> ,0.44,<0> ,0.54,<3> [GCC],7.4,<0> ,29,<0> ,
noczbwq,P,01/03/2022 06:00,1,1,,17.9,<0> ,44.94,<0> ,29.1,<0> ,82.2,<0> ,6.5,<0> ,0.66,<0> ,0.76,<3> [GCC],7.6,<0> ,36,<0> ,
noczbwq,P,01/03/2022 06:15,1,1,,17.9,<0> ,45.51,<0> ,29.5,<0> ,85.7,<0> ,6.8,<0> ,0.89,<0> ,1.00,<3> [GCC],7.6,<0> ,40,<0> ,
noczbwq,P,01/03/2022 06:30,1,1,,17.8,<0> ,46.26,<0> ,30.1,<0> ,88.0,<0> ,7.0,<0> ,1.11,<0> ,1.22,<3> [GCC],7.7,<0> ,61,<0> ,
noczbwq,P,01/03/2022 06:45,1,1,,17.7,<0> ,46.80,<0> ,30.5,<0> ,90.1,<0> ,7.2,<0> ,1.28,<0> ,1.39,<3> [GCC],7.7,<0> ,71,<0> ,
noczbwq,P,01/03/2022 07:00,1,1,,17.6,<0> ,46.80,<0> ,30.5,<0> ,90.5,<0> ,7.2,<0> ,1.41,<0> ,1.52,<3> [GCC],7.7,<0> ,87,<0> ,
noczbwq,P,01/03/2022 07:15,1,1,,17.7,<0> ,46.56,<0> ,30.3,<0> ,90.0,<0> ,7.1,<0> ,1.55,<0> ,1.67,<3> [GCC],7.7,<0> ,101,<0> ,
noczbwq,P,01/03/2022 07:30,1,1,,17.8,<0> ,46.25,<0> ,30.1,<0> ,87.1,<0> ,6.9,<0> ,1.63,<0> ,1.75,<3> [GCC],7.6,<0> ,480,<0> ,
noczbwq,P,01/03/2022 07:45,1,1,,17.6,<0> ,46.66,<0> ,30.4,<0> ,91.3,<0> ,7.3,<0> ,1.73,<0> ,1.85,<3> [GCC],7.7,<0> ,111,<0> ,
noczbwq,P,01/03/2022 08:00,1,1,,17.5,<0> ,46.56,<0> ,30.3,<0> ,92.7,<0> ,7.4,<0> ,1.83,<0> ,1.95,<3> [GCC],7.8,<0> ,134,<0> ,
noczbwq,P,01/03/2022 08:15,1,1,,17.4,<0> ,46.46,<0> ,30.2,<0> ,91.9,<0> ,7.4,<0> ,1.85,<0> ,1.97,<3> [GCC],7.8,<0> ,368,<0> ,
noczbwq,P,01/03/2022 08:30,1,1,,17.3,<0> ,46.53,<0> ,30.3,<0> ,93.1,<0> ,7.5,<0> ,1.91,<0> ,2.02,<3> [GCC],7.8,<0> ,296,<0> ,
noczbwq,P,01/03/2022 08:45,1,1,,17.3,<0> ,46.34,<0> ,30.1,<0> ,90.9,<0> ,7.3,<0> ,1.92,<0> ,2.03,<3> [GCC],7.8,<0> ,969,<0> ,
noczbwq,P,01/03/2022 09:00,1,1,,17.2,<0> ,46.57,<0> ,30.3,<0> ,92.7,<0> ,7.4,<0> ,1.90,<0> ,2.01,<3> [GCC],7.8,<0> ,86,<0> ,
noczbwq,P,01/03/2022 09:15,1,1,,17.2,<0> ,46.56,<0> ,30.3,<0> ,92.3,<0> ,7.4,<0> ,1.87,<0> ,1.97,<3> [GCC],7.8,<0> ,165,<0> ,
noczbwq,P,01/03/2022 09:30,1,1,,17.3,<0> ,46.63,<0> ,30.4,<0> ,92.0,<0> ,7.4,<0> ,1.81,<0> ,1.90,<3> [GCC],7.7,<0> ,203,<0> ,
noczbwq,P,01/03/2022 09:45,1,1,,17.3,<0> ,46.65,<0> ,30.4,<0> ,90.0,<0> ,7.2,<0> ,1.72,<0> ,1.81,<3> [GCC],7.7,<0> ,194,<0> ,
noczbwq,P,01/03/2022 10:00,1,1,,17.2,<0> ,46.60,<0> ,30.3,<0> ,88.3,<0> ,7.1,<0> ,1.60,<0> ,1.68,<3> [GCC],7.7,<0> ,137,<0> ,
noczbwq,P,01/03/2022 10:15,1,1,,17.2,<0> ,46.59,<0> ,30.3,<0> ,88.2,<0> ,7.1,<0> ,1.51,<0> ,1.59,<3> [GCC],7.7,<0> ,109,<0> ,
noczbwq,P,01/03/2022 10:30,1,1,,17.1,<0> ,46.60,<0> ,30.3,<0> ,87.5,<0> ,7.0,<0> ,1.37,<0> ,1.44,<3> [GCC],7.7,<0> ,95,<0> ,
noczbwq,P,01/03/2022 10:45,1,1,,17.1,<0> ,46.50,<0> ,30.3,<0> ,85.5,<0> ,6.9,<0> ,1.26,<0> ,1.33,<3> [GCC],7.6,<0> ,86,<0> ,
noczbwq,P,01/03/2022 11:00,1,1,,17.0,<0> ,46.53,<0> ,30.3,<0> ,85.9,<0> ,6.9,<0> ,1.17,<0> ,1.24,<3> [GCC],7.6,<0> ,64,<0> ,
noczbwq,P,01/03/2022 11:15,1,1,,16.9,<0> ,46.54,<0> ,30.3,<0> ,86.1,<0> ,6.9,<0> ,1.09,<0> ,1.16,<3> [GCC],7.6,<0> ,37,<0> ,
noczbwq,P,01/03/2022 11:30,1,1,,17.0,<0> ,46.21,<0> ,30.0,<0> ,83.3,<0> ,6.7,<0> ,1.03,<0> ,1.09,<3> [GCC],7.5,<0> ,56,<0> ,
noczbwq,P,01/03/2022 11:45,1,1,,17.0,<0> ,45.99,<0> ,29.9,<0> ,81.1,<0> ,6.6,<0> ,0.98,<0> ,1.04,<3> [GCC],7.5,<0> ,88,<0> ,
noczbwq,P,01/03/2022 12:00,1,1,,16.9,<0> ,45.84,<0> ,29.8,<0> ,79.7,<0> ,6.5,<0> ,0.92,<0> ,0.98,<3> [GCC],7.5,<0> ,121,<0> ,
noczbwq,P,01/03/2022 12:15,1,1,,16.9,<0> ,45.68,<0> ,29.7,<0> ,78.5,<0> ,6.4,<0> ,0.88,<0> ,0.93,<3> [GCC],7.4,<0> ,124,<0> ,
noczbwq,P,01/03/2022 12:30,1,1,,16.8,<0> ,45.27,<0> ,29.4,<0> ,78.6,<0> ,6.4,<0> ,0.81,<0> ,0.86,<3> [GCC],7.4,<0> ,192,<0> ,
noczbwq,P,01/03/2022 12:45,1,1,,16.6,<0> ,44.92,<0> ,29.1,<0> ,80.5,<0> ,6.6,<0> ,0.76,<0> ,0.80,<3> [GCC],7.5,<0> ,124,<0> ,
noczbwq,P,01/03/2022 13:00,1,1,,16.6,<0> ,44.85,<0> ,29.1,<0> ,80.6,<0> ,6.6,<0> ,0.71,<0> ,0.74,<3> [GCC],7.4,<0> ,76,<0> ,
noczbwq,P,01/03/2022 13:15,1,1,,16.5,<0> ,44.89,<0> ,29.1,<0> ,80.3,<0> ,6.6,<0> ,0.65,<0> ,0.67,<3> [GCC],7.4,<0> ,96,<0> ,
noczbwq,P,01/03/2022 13:30,1,1,,16.3,<0> ,44.90,<0> ,29.1,<0> ,81.3,<0> ,6.7,<0> ,0.60,<0> ,0.62,<3> [GCC],7.4,<0> ,91,<0> ,
noczbwq,P,01/03/2022 13:45,1,1,,16.2,<0> ,44.75,<0> ,29.0,<0> ,80.7,<0> ,6.7,<0> ,0.55,<0> ,0.56,<3> [GCC],7.4,<0> ,68,<0> ,
noczbwq,P,01/03/2022 14:00,1,1,,15.9,<0> ,44.71,<0> ,28.9,<0> ,81.8,<0> ,6.8,<0> ,0.51,<0> ,0.51,<3> [GCC],7.4,<0> ,79,<0> ,
noczbwq,P,01/03/2022 14:15,1,1,,15.7,<0> ,44.76,<0> ,29.0,<0> ,81.8,<0> ,6.8,<0> ,0.47,<0> ,0.46,<3> [GCC],7.4,<0> ,98,<0> ,
noczbwq,P,01/03/2022 14:30,1,1,,15.5,<0> ,44.62,<0> ,28.9,<0> ,82.7,<0> ,6.9,<0> ,0.43,<0> ,0.41,<3> [GCC],7.4,<0> ,100,<0> ,
noczbwq,P,01/03/2022 14:45,1,1,,15.3,<0> ,44.92,<0> ,29.1,<0> ,81.7,<0> ,6.9,<0> ,0.38,<0> ,0.35,<3> [GCC],7.4,<0> ,63,<0> ,
noczbwq,P,01/03/2022 15:00,1,1,,15.1,<0> ,44.61,<0> ,28.9,<0> ,83.2,<0> ,7.0,<0> ,0.34,<0> ,0.31,<3> [GCC],7.4,<0> ,60,<0> ,
